split,row_id,content_id,alt_source_selected_index,qwen_source_selected_index,agree,answer_index,alt_source_correct,qwen_source_correct
validation,TIMSS_2003_8_pg14,beb446a4db87dce9c0d60c6249c07beca743edd12019a01dded8f0d15cad1fec,0,3,False,1,False,False
validation,Mercury_SC_405973,b0762adaa174a66b2e53a4635b653866bade768be3d57a4098ae2c30c871c1e5,3,3,True,1,False,False
validation,OHAT_2011_8_3,36824b54eed7db7e53bf1e83502bffbb4bdbc7fa500c169f93d5bb14577df063,2,2,True,3,False,False
validation,Mercury_412683,8af6928e4995a536047d6ebdd6cb6cb08213ab965fbda34b3a050cc0e2159878,3,3,True,3,True,True
validation,MCAS_1998_8_2,6e0f1739f8db3c51c582f74fe0cfeb23e2b6335b45720ec0fcc41422d2f114d0,2,2,True,2,True,True
validation,Mercury_7005478,4116be72eb1d909b60227c6594da1b4b73e8e1cd5aa323e21014748e0479d930,0,0,True,1,False,False
validation,Mercury_7105123,ff891a432735fb47b082e3d0df6c95aca5b3b19381840eabe944eaa0fdcf1f56,2,2,True,2,True,True
validation,Mercury_7154263,d3ecd3c1e6f7de43942309cff1ff98612e8c235f70c92738e4d97019f002effd,1,1,True,1,True,True
validation,TIMSS_2003_8_pg29,b609dfe7fa2bb5ec96b587c7d4c9ae1e52966bb6ad21e955e463b13009880fcb,0,0,True,4,False,False
validation,Mercury_7245053,77aa7351378c0f8c47fd40bbded13c53dc0a452be641058e60ce38f0887b9697,1,1,True,1,True,True
validation,TIMSS_2007_4_pg26,f6991e25653a0ace2446fa52408d5be3b6ea4dff4cf6d945721ef39814559ef3,3,3,True,1,False,False
validation,NYSEDREGENTS_2014_4_9,bea3c416dfb77c77d758294b09ee05ce550bdc8ea0327da7e25edf074ca45816,3,3,True,0,False,False
validation,Mercury_414131,88f2fe34fb744e01bccfe434066b851f64f455b9d4ef83500d1f796e459a30e6,2,2,True,2,True,True
validation,Mercury_SC_407574,db4b23c59e43aae01692c5cb935f91d7dbe2678172d4cd011c7df252c0f852ef,3,3,True,0,False,False
validation,Mercury_7018515,2cbfce5e4c0948c850826fafbee0a36a36712cc318fb13e50f7b13a71f11ae86,2,2,True,2,True,True
validation,TIMSS_2003_8_pg31,0580d266ee32118e38345082c50bf5ba1284432ec3bacce57021effc22d77532,2,3,False,1,False,False
validation,Mercury_7015435,abdde0fb05f3b5073c0f951d908c4c2f3e3d9224041872ec0c369ed60b4e1111,2,3,False,0,False,False
validation,Mercury_7166880,e00eb77240093e4ef1e2bc96ac81090d19d95f3f91c86ee16a6e3a9198bd2700,3,3,True,3,True,True
validation,Mercury_7251668,155870fb5795bd661a17697f469b57cf048e21c50c9dc7509dec799b6e5d12be,3,3,True,3,True,True
validation,Mercury_415263,44026d4cd0503764471fd2ff82f72fba6c2e4c55ba8514f886aae8a8ad00b3e5,0,1,False,2,False,False
validation,MEA_2013_5_3,aa709534a4a6c7c3f4c7c035d917c9bdde04caffe6427de432d2ebb0fe4fd6ee,1,3,False,3,False,True
validation,Mercury_7205345,f280e884d09adc5f29f92d2329a1309dd094471b5a4c05d41d8a05c298583a94,3,3,True,3,True,True
validation,Mercury_7250023,e5aa77e3f10104e853299f59d24bf5f1bc611661633219be191466c1ec2c7622,3,3,True,0,False,False
validation,ACTAAP_2009_5_5,f35a8b1d4af32941708b4333af86f481db89388cf5220a0c273ed32f3fcf5ecc,1,3,False,1,True,False
validation,Mercury_406781,e6307cf084b7750f041cb75e999d78174422f1abf49be3a8e90a4f4cfb19175a,2,2,True,2,True,True
validation,Mercury_7086013,0b6546fcc95084fe65cf820b816452de03fd78860fe92fa84aa47fe5b6298e7b,1,3,False,3,False,True
validation,Mercury_7057313,5ff451bcbd666dd9632c6a09cd14ee4b435a7dfe4e068c350a61fba075799ad3,0,0,True,0,True,True
validation,Mercury_SC_LBS10472,c396d333732108c939296eb633a71f6a64fe80afafe071d7eaf6a4b908788163,3,3,True,1,False,False
validation,Mercury_7190155,9966dca21fc53bebd9beb05a56f98fb8076280fceaa187c9381040fac0bf6419,1,1,True,1,True,True
validation,Mercury_7081760,d39bc8c8c7afae24984ba9a19082ae6d024be6fe3a5ea9f5cce70797b9c21ebc,3,3,True,1,False,False
validation,Mercury_7075145,4bcee1cafff23dbdce278e475890d3302e20315d764882817a1682470098ad9d,0,0,True,0,True,True
validation,Mercury_7037573,e75f1eacd48b198bb88ad04bccc2ed085541dad4fe6da08649b632fa69a54c0f,1,1,True,3,False,False
validation,NYSEDREGENTS_2014_8_41,788a6faa796a186e647e7d547c4291311493023c313ff14a371485e88b1394f1,3,2,False,3,True,False
validation,Mercury_SC_408700,6863ea6c4b6f0d91253fd12ff123a360feaae65632dd98412e5da84bbfc55e3c,2,2,True,2,True,True
validation,Mercury_7284043,2594f64ad80f260800cf323b7647d377c7f4eab04d8c0c08dc279ea9a66503c3,0,2,False,2,False,True
validation,Mercury_7103180,9a5dea027a579584e4e46d5c231c0c596d8ac5eac2e7edf3630b86b478622aa8,3,3,True,1,False,False
validation,Mercury_7099768,9792568ec917a027cd6ccf0af9e5ac0e18b92722fe3f20d15c6bdd88536b9595,3,3,True,3,True,True
validation,Mercury_7133648,cd5d4cfd3ce01f6f2c47ceeded6e8f74ccf2dcae0d32ec6784e5e9c7ab2b7cb4,1,1,True,2,False,False
validation,NYSEDREGENTS_2014_4_22,b6d49ba3494f1fd5f14ac358d74a22c874f6a4b4aeee35f30a179b790dcfee91,0,0,True,0,True,True
validation,NYSEDREGENTS_2014_4_28,e83368e4d062b9aa539ccf2c3f4568229b63cacbd50f31054c979e9b9b100e4d,0,2,False,1,False,False
validation,Mercury_SC_406029,2c469559c9fde1036a4706a1038d0f566029639ed63ad771d5cc9ad85f24fd21,2,0,False,3,False,False
validation,Mercury_7267593,226bee76e31571919c3d556815e2bd4e46ee9e1eb5679a8be30a3a167710fbb9,3,3,True,0,False,False
validation,Mercury_7085820,2b1fe939bf365e5229e59b43ad0e445ba2de728094d461b311a08e7792d52c8c,2,2,True,3,False,False
validation,MCAS_2011_5_17673,94adb65220ef21032bfeff14cd532201eea77393445f1627b747f9191ef2eb57,1,1,True,0,False,False
validation,Mercury_7090738,1d2c331c566eaaddececba655fba9543a997ea69fb00f0ebe7cb4f7c907f5cc3,2,2,True,0,False,False
validation,Mercury_7234483,40e3aaf2aa5d9868302e38a5007879bab5bcd7c192a427fe83c1e340fcf97026,1,1,True,1,True,True
validation,NYSEDREGENTS_2014_4_20,4d4383af3cf8c0138832b6c3a0f9755696a837590cebf262231fb0f179da4bfc,3,3,True,3,True,True
validation,Mercury_7141698,6b205c49c54c6f84b880124a84272db23ef872cc28101796f9a5dcf7abf628ef,1,1,True,1,True,True
validation,Mercury_SC_415354,a0be6fb60ea1bcfb0c55fac48a80a41320337dcfbbf9b36a5bc53846d1bbee77,2,2,True,2,True,True
validation,NYSEDREGENTS_2014_4_2,26d71352d45e1a99b5fc972fa080e16d109117e1f00d2505fb67064033ee0aaa,3,3,True,3,True,True
validation,Mercury_7187058,f772636d33943c0f964df8fc70dd63d87e213545d3402082c7cc557ec08293c1,0,0,True,0,True,True
validation,Mercury_7221095,f9c34d3de3094e5e3c9c8c81e0e7e16574cdb289483683cc3118beb403fb7a58,3,3,True,0,False,False
validation,Mercury_7143518,41af83ec9598d2935702fbb8293edd317ce70d319edfd2e9f117a386a555af59,3,0,False,3,True,False
validation,Mercury_7014368,067e7b92fadac0471b0032be91eb53a0ce84e1571c8150ac90ac3939f4d0c0bf,2,2,True,2,True,True
validation,Mercury_7018445,449036477927a0a89c6591d1fb5e874e347918aa1b9a926a6c4dc081133fd960,2,2,True,3,False,False
validation,MCAS_2014_8_17,48d4033a807bf0a01c959b8cc8e38de17b2e7ce3ab10ac7d988b9842da46af65,2,2,True,3,False,False
validation,Mercury_180443,5dcbfebe54a44456e45ca4a863b32e3fca47850b0cb02ee6863cd6b914b5b17d,0,0,True,2,False,False
validation,Mercury_7120890,f1a46e5529f1e454142643b44c809232c78cb4dcfbe16c2d6e1971b9839e5fba,2,2,True,0,False,False
validation,Mercury_7159268,0041c33b9bc608c54ed3a3579a1b5dbd29d5faf9c7f2201b7df6721de1cd4e24,3,3,True,0,False,False
validation,MCAS_1999_8_22,13c5122843111e34e746c318f8e610ff2d39ebaa10441573af72161552cc6dcc,1,1,True,1,True,True
validation,Mercury_SC_415397,46e3256576fca55b9a69b9a269d4d5c8df1a387a8bfb8b999f9a0a1ea6be0236,2,2,True,2,True,True
validation,Mercury_7042735,730afe33737dec471e30583eb0ed0cc815dd242f3d37c89be2df4b4d7b2cc18e,1,2,False,2,False,True
validation,Mercury_SC_400172,1009947862766408619eb00ff5f363acb47e783da15cac534c3e5f8824e8ca49,1,1,True,0,False,False
validation,Mercury_7008120,90327cbf25a1bac9e6ca108ab45e44d37f3c37af4637f10be731af93536f7e2c,2,2,True,0,False,False
validation,Mercury_7267995,6b9e4c1e838f3c5c6f437f30c0c6f60be18299ef3e3bd5dd35a429674614040e,2,1,False,2,True,False
validation,Mercury_7038133,1feff271f2d56e94865b11f21d3f824e7361346c8c3418919e9d1630c7f6e5ea,3,2,False,1,False,False
validation,Mercury_7026443,2495d60c216d515c342e5d3fdb1cbc3ab37ae67ae774c37c507c0e96e154dbca,3,2,False,3,True,False
validation,Mercury_7099103,f3533adcb0e93139d927762bcba974ee970b625556364c6db41d93b43ae2c973,3,3,True,3,True,True
validation,Mercury_7207620,9177c900d5fadcee788f4fc9984d48ca89403d0b16c21008c5342efb59ea8373,1,3,False,0,False,False
validation,NCEOGA_2013_5_43,33ca406ef740ce2fec6de0676d0503d15edcf6314b4c5f3165a6a69f04de4184,2,2,True,1,False,False
validation,Mercury_7166180,0310deba37b78ab4af08dd9e77aee5c08407da330373a1b0e6da63b92c201819,1,1,True,1,True,True
validation,Mercury_7168123,c7ad760f0824b49c975d334323dd4035659aec00ad63ee055f3e97798410d717,3,3,True,1,False,False
validation,MCAS_2012_8_23636,842227a43f8d0044446e82813bbef8a4af4eec16b021d9cd4c9e97cd2e1602be,1,1,True,3,False,False
validation,MCAS_2013_8_29421,e587812a172e923c5510b9550c0d83cb9c661e1e039fcca69adbfbec7da7d129,0,0,True,0,True,True
validation,Mercury_400397,19fff9cf25c82c78cfda5c9ee01f65d1bc1a0d7d72e248625f04edcb6045d008,3,3,True,2,False,False
validation,Mercury_184013,f3fbc000906ca932b0acc36486e17d059ebad31ae6bdaa178e2a0abf9d3eaca7,0,0,True,2,False,False
validation,MDSA_2007_8_15,e7537ab8f29a6f05a88d0e35e7beb0a7405876bc0d282270ab19a79e2b74321d,1,1,True,2,False,False
validation,Mercury_SC_401714,1527777544b294344b5ab2746689bd0024c2a0eada631f59f08289ed60065c65,3,1,False,1,False,True
validation,Mercury_7246925,7b6e93baa885848e85334b1df6cbf26fa7b7960c8fd46bba9e29124d1c2d0fe3,0,2,False,3,False,False
validation,Mercury_400905,dec3ed3846b6ee4ac6a4047938a4c35d7466b578a0ac1d2154a29316d2c0a61a,3,3,True,3,True,True
validation,Mercury_7131828,c6d322a8e3db45c2cd53a3bcd804c9b3efe076db71ef62a979fc8ecbc40d2f81,2,0,False,2,True,False
validation,Mercury_7166530,9179d99f8ee471403b856c17ccb1ef2e5bb7c49dae09b202fa489b24c2d10e67,3,3,True,1,False,False
validation,Mercury_7074865,40d2fb5722e05a2fb791fe6734fd668ae94ef3410ff2fe22710198e5eab2cf43,1,1,True,2,False,False
validation,Mercury_7246995,578b4fb967c53c9c33a4280b5a8a3926084d82319640cb8e6de8f467e28596de,2,2,True,2,True,True
validation,TIMSS_2011_8_pg63,8a37f43dfe5badf0a3e49ffb0f353e2b92f3f18f6ac9d4c530c5c0de2aa520d5,3,3,True,2,False,False
validation,Mercury_SC_400612,cdbb30f8948e6b3e8dc025eb7b2208569b971d071a91d9fb23429c38c963bfed,2,0,False,2,True,False
validation,MEA_2016_5_7,f13dd4d69816bee858b6a7db262f595ce95d2ffc53fc2b85a340933aeff8ad49,1,0,False,1,True,False
validation,ACTAAP_2011_5_3,1381e33e48d1264f22197828b95c0d8640c67941b7abbfb42332deb472ded900,1,1,True,2,False,False
validation,Mercury_7264023,777eaa239d793d15f8f9942bf6340e447acd4178d39d51fbc4e70debff403c87,1,0,False,3,False,False
validation,Mercury_SC_400050,08cf36746545e20ef9e6d0b883f5f9aca956d6526dcbd7f6be516491f82b18d3,2,3,False,2,True,False
validation,MCAS_2003_5_31,6f2a808842173dfd5fefe1be0459ab09ec7c8b6ac9d20bba9aa158320948f0bd,0,2,False,3,False,False
validation,Mercury_LBS10399,f070f2f570f2e2913340d1f541efed00e8a28b8ef5b5452e151d833115988576,3,0,False,3,True,False
validation,Mercury_7090598,0cb63ae7c6e53a472171aa232f2a444b520270adcbc35b6b5f91000dedaa0f88,2,2,True,2,True,True
validation,OHAT_2007_5_24,4ac0839b1de7eb5d5f426aedbec8e2bcb9ab36cbd86d9bd86349364ddc83d850,1,1,True,1,True,True
validation,Mercury_SC_402239,0a04eaee1afd8bfde4f703f61f67ae3f78d19978554db9577d7811a6545c0115,2,1,False,2,True,False
validation,Mercury_7245088,9bafd8d1a98da3b86b90f3ed0d77ea2640fd07b98abeb6f0f09efcb3fdc31384,3,3,True,3,True,True
validation,Mercury_7082145,b44284a33d2d24e29875124a963ece47e5f32455847de390a904803272587781,3,3,True,3,True,True
test,Mercury_7175875,e6957b535bd96d75de255062f0647760d48d1bc6d4cb906ab1c4bda6894fae81,2,3,False,2,True,False
test,Mercury_SC_409171,a88e4b2ea92b6427e4881686409759b1d71d4e5e0d302358db13d0e0ee4947ea,1,1,True,1,True,True
test,Mercury_SC_408547,7d741a229e20e5477e4344293e0f4bddd9c9357267669152678d2bdb19bde649,2,1,False,2,True,False
test,Mercury_407327,86ef56ed6645f8f0a7828566c0137abd6703a96936dbcca1078125123a64aca4,3,3,True,3,True,True
test,MCAS_2006_9_44,d48cdfd25f87b53e087b06411e2b13426d9ae0835e0e4fb4b413cd66a953c03d,2,1,False,3,False,False
test,Mercury_7270393,2a43fe976baed3750b34fe93097c02fa33e5a1042e846521cd745db3c708ab0f,2,2,True,1,False,False
test,MCAS_2014_5_7,302aa2fe08d889691102c7a70f38847b1fb18dfc11ff49060d8d2a5e03156caa,1,2,False,2,False,True
test,Mercury_7086660,eecc78b384bc0e4acf584c13d3fd97742f0ca6c2b9c882b30299ebdd4260926e,2,0,False,2,True,False
test,Mercury_7168805,058ef2215ec77c662732211ac80cb0f6c02d8a17ae4c66772f03e5d48df5deec,3,3,True,1,False,False
test,MCAS_2003_8_11,4701b07c0c1175c492d8542867d448cd18f925c2b0fc64ff7c5b8d5dd8f8746d,0,0,True,0,True,True
test,Mercury_7250058,4ea2cf943a8de2ea915239fc5e33c38dc3520b378c20daa457a4ebe4f87ba479,2,1,False,1,False,True
test,Mercury_7012740,7b4f7a0d00a15b36eea35d4839e4120fab6347f4628867a49d9e42bb7fd2e870,2,2,True,0,False,False
test,Mercury_LBS10610,c5858b2e0bc0eea9b837888f1314194577f801099c94025860c3a2fed266f940,2,2,True,2,True,True
test,Mercury_SC_407400,84198d77105b9fe19dd78d6b7579a25e434fd105d3d1a85ca9a21533e66d5255,1,3,False,2,False,False
test,Mercury_7212993,58bc5a50eaf33952639721fc7e0dea5667982df2383749c086c0d925ac0bbf69,3,3,True,2,False,False
test,Mercury_SC_413240,8deb7b677f80bf55568e816cfe9f9f75a318f7a21ae470610e5edba1bcbacfa1,0,0,True,0,True,True
test,Mercury_7186358,321fdc61662a3d71f1b6b38870a80bafcf266e0d85ce6c691f8492d06fdad301,1,2,False,2,False,True
test,Mercury_7166425,ea644a3e02a3ba4f41634b38e2d7064aaa6c1f5eadd73ec0bbbeb41f3d5fc49c,1,2,False,1,True,False
test,MDSA_2007_8_3,1b5b15c725d2d64f382837ccfb0dfa1f47c531e2890f3a221608787c727793f8,3,3,True,0,False,False
test,Mercury_7094290,c9bb5acf4ba80a8f5419037fac636086b43859bf74a452fef0f44a67be7090a5,3,3,True,2,False,False
test,Mercury_7186568,46d60996ed37cb9314a3d8f14f9e91d52d8253ed1144949bede917b51be26c9f,2,2,True,1,False,False
test,Mercury_402216,5777adc5b12e1e73eed6261583e1f3eabf23f7536d2077ff5a3abb3c32ac8542,1,1,True,1,True,True
test,Mercury_404894,7a449b059779ac1de0ac7d672e7c9de790b5704a07445295393d7aac29f6e530,2,2,True,0,False,False
test,MCAS_2002_8_11,c2e9e1f0fd814645250ae16ea3067ba705830f3fd6ac8a51b346acf4e279a8bf,2,2,True,2,True,True
test,Mercury_SC_405086,3e7dcd995b5c8cf1da14a8afd2d11c65f3c387e506a81021f3cffa2dd171aa38,1,3,False,1,True,False
test,Mercury_SC_408324,4f5c03af78b5a48673cafa7539186de44ec4b51097f4b5998d7260b893dd48b4,3,1,False,3,True,False
test,Mercury_7218820,b30665ce77c1323cb04e772e741ef438ff1e08619528d8b0ccf7c2c88e98c955,3,3,True,1,False,False
test,Mercury_412202,fe2ec90d0d20d91038548dbce9608d170c711b9986f4d4dd57271fd4519e27c3,0,0,True,1,False,False
test,Mercury_SC_409139,1d9bb8904fe14cd2ade07f1e49ef995b989dcf92bbc3df905ef35da1007081f1,1,1,True,2,False,False
test,Mercury_400687,77f0a705dac09d4cd2920dfd7613960989402cfbb1e448ffa8c61fb9b9fe3702,1,1,True,1,True,True
test,Mercury_7171605,d3db7405d351dd3e42d9d7e3499f7bf8e21bba206680159e01a400f04393ebc4,3,3,True,3,True,True
test,Mercury_7210245,5a35e78913135077a9134c0fffb7c387ecfa2f161d90611a3982aee126ed928e,2,2,True,2,True,True
test,AKDE&ED_2008_4_25,edc8b9197f545b7d7ec86c06fdea858f4cc0d0bf73c3e59dab419c9b17b4ef49,0,0,True,0,True,True
test,AKDE&ED_2008_4_19,b515004e967f4d6e1d216f6817ba6304a22957dae450074085e9e94177a30e0f,2,2,True,2,True,True
test,Mercury_SC_400402,5268bdc6753020f5cea626d080120c0a1f1c6a72636ce1272fc9f0864a882d93,3,3,True,0,False,False
test,Mercury_7234308,b35c415adf2df3a29c7d618c6bb7cedc90b8cfa26875fdbb446bc62c7dc05a4f,1,2,False,0,False,False
test,ACTAAP_2014_5_8,a44d9f5d74075629f0145f39ea48739fc9c805b9c86f5278b74522cdef42adc9,2,1,False,1,False,True
test,Mercury_400407,1544f8434ca0239a51f835011187c01edf4494b13c385bcb0bb4fbe9be758c74,2,2,True,1,False,False
test,Mercury_7116288,bd5d4a5cd4795b00bcede747a9d2e34cc970989d8f1486eb6ab5be919d4fa4a8,2,3,False,2,True,False
test,MCAS_2004_9_15-v1,9e2c51ba965886dc294261f311bb7564b569d0b2b1a427f19c9fa377992958d1,2,2,True,1,False,False
test,NYSEDREGENTS_2015_4_26,ee7bc48f84a8e95b982e18ea02a8c73df090f7d746f808c7d7ddfed9ba5b34d2,2,2,True,2,True,True
test,Mercury_SC_401620,0aaf416fc17e2e53b97717fba32e7315724b556ca8cffcd376f02e38fc00907b,3,3,True,0,False,False
test,Mercury_400877,a007a44ce80afe9a270b3115b2060d64ba4255fcc72713f5258ea44200db2599,0,2,False,2,False,True
test,Mercury_7174213,f430002ed4539ffabedec1907e6369beaf334f9c5e48593b2d631302078935e0,0,3,False,3,False,True
test,NYSEDREGENTS_2008_8_34,e692a13796cf50cd0b65e26af0921fa4d56fbf136c3622023009f6263ed8f030,1,0,False,1,True,False
test,Mercury_7212398,4a5bd0b387f73bf703ea77c491a4d27f77f85c7eadb71dcfe08230705467b39f,2,2,True,1,False,False
test,Mercury_SC_401290,333a8ade76740fcd37a3ba7edd9fb7e1cbf4b9dffb923e0a4f9c01e62d73c6eb,2,2,True,2,True,True
test,Mercury_SC_402120,e39c72297f2cf051d397a937dde9ae219c292084790a93e966ae2156d24c7585,3,1,False,2,False,False
test,Mercury_184975,ff03ac8e9a5b03154db674e5112cb1fc501a5f08ba24c7d1c457234e1ad881b4,1,1,True,2,False,False
test,Mercury_SC_400578,711c1c128024ca94c09ae33026bce32113075c68f26c7e31f5b4796d0927a121,3,2,False,0,False,False
test,MCAS_2001_8_4,e63aa219e6fb67e061297430f82e97b2940ffac9c725b54d2973bf8b30e2e052,3,2,False,3,True,False
test,MCAS_2003_5_33,2c7dd5e5fe91182982fe3abdf15923b21e46a627a44a691f775dac91f92534b1,3,3,True,2,False,False
test,Mercury_7068513,4cc4502bf9f3a9669bf6b3387df11f4550caa574b5287cae966ed872da46a77a,3,0,False,0,False,True
test,AKDE&ED_2008_4_26,ab879372c0121329501f7219380d7f4c4f6c266055501e50d95c2ee32b2b7152,3,3,True,2,False,False
test,Mercury_7235638,929036e157dc0679451549c516cb9a4a2663f5dc9b8f25de746296caefba9ce5,1,0,False,2,False,False
test,MDSA_2009_5_20,7f6bb0bcc3542459599ccf5fa8d179c84650c7fce659cb6cb85c7f6baa637176,3,2,False,1,False,False
test,Mercury_178325,e2bd90b39276f0d2d47afdcfbc8226d72767e46b947e97d626232677de86161c,3,2,False,2,False,True
test,Mercury_7212678,d558667d4a8c8fcd950bd50c2868be1e0af4e3cb98cde79c7f217956856c7dd4,0,0,True,0,True,True
test,TAKS_2009_8_32,59075d2fe3a4ce3eeb2ea5d3e0df90ad444247c2fb9894148ad18828fa54d458,1,2,False,0,False,False
test,Mercury_412681,f4e2d27b0674651eea796bdaedd8c6c88e33ef8f26dccf87edd234e9f1002de4,3,3,True,2,False,False
test,Mercury_400440,577a17f36ff864e22d5b3dd1705c377370c7947ccbccd416a6143dd2a267455d,3,3,True,3,True,True
test,Mercury_SC_416529,ad9b4a8622d13ab30bd2ecb069d22b284d05a1c4313222a1a9971bf97f1a1f9c,1,1,True,1,True,True
test,MCAS_2006_8_1,e6cec940450863b47d18edc7d0a2d874f6c702f9764983223bfa809d7935583d,2,2,True,3,False,False
test,TIMSS_2003_8_pg80,4e391f9cfa9ef381d052bc77a4aaf1352de18163a6007e2c7aedacec7d682ba4,2,2,True,2,True,True
test,Mercury_416645,faf40cfc94ea6701a574df3bc6ed6852761c210f3d461e001a490eb6977580d2,2,2,True,3,False,False
test,Mercury_406777,8e03acf64a20ebaa5374ae0bc981d01e76f455f2c54625bef5562e056addf21a,0,3,False,0,True,False
test,Mercury_LBS11018,6af0fa7d3a930ab8369858a5db86e21ab8d3c1abefd70aede4ebf08faacffebe,1,1,True,0,False,False
test,Mercury_7139878,5934eecffcaa23c7458efe979be27139ded42df6751b594598a13708a70ef601,1,0,False,2,False,False
test,Mercury_417147,cfd2970263d796eb47084e308e063c7350d4dfeb2ac1f55701306f8c1cfa52c5,1,1,True,1,True,True
test,Mercury_7016765,793c8529fcbf2e34c943544bdd7f9c93e6d93fec4b7618f35bd31c1c455454f0,3,0,False,0,False,True
test,Mercury_415303,5f0d021b4e137807dc51582fbd826669413275a45211db06f91425cf6d1fa2ff,0,2,False,0,True,False
test,Mercury_7215845,13781e36f7e9214a8dd1ffeb169cc188b7b8a93a84197baf0488b2d3fefc3585,3,3,True,2,False,False
test,Mercury_7136885,8f03b12a98854f2b2c2e482b14f80a8e9d2344fda94c5e8dc40978b6dcb78e5c,3,2,False,1,False,False
test,Mercury_SC_400059,e9e25f0d77a93a2daba761953f5915c2f1e9cf57e36e0ba20a9c07328cebb55a,3,3,True,3,True,True
test,Mercury_7044328,7861d51df1b3f2bfc22e4b56f067f6136e992e4ae5e6faa99868e8dec6473f28,3,2,False,3,True,False
test,MEA_2010_8_1,7289d994cd1c1920f278d573b824a4511c82f2fe9598944a2c8e89a23dc96b60,3,3,True,0,False,False
test,Mercury_414099,e0c53d1b6b7c5532c870a90a60df852b42544a4b99725dea2e9ca5da8675cdef,3,3,True,1,False,False
test,Mercury_410807,acb9abda1f06b9ce7b59b9705772059cae0f1d977f151b0a6965edb102c8ae7f,2,3,False,1,False,False
test,Mercury_403234,acbd5ff859be2abd782ee2bb0c9acadce4298ead4f5cfa41d7bc6cb530ea3b98,3,2,False,1,False,False
test,Mercury_7011323,6ff05ec7b66208f230a5f26989753acf4c599d6ad2baa5e5ac7674d4f053cc92,1,3,False,0,False,False
test,Mercury_7109463,047fcb39dccf26b2d210aec63ab35ae8d8adea5a3b52d01ce440cc3293e0b9b7,2,2,True,3,False,False
test,Mercury_SC_401277,d5b00271309c6b816e0985438f512075b23e513ccc1596d9a0d7e227928d115f,0,0,True,2,False,False
test,MCAS_2005_5_25,cff2e6cf49747ab5d9061347808ec6268b8cca0076e90c042fd5164ae6d2243e,2,1,False,2,True,False
test,Mercury_SC_401272,b91d2f2bd4f04e41b85404a1f71177b727fcf0922a2f7e43795880d2abec9254,3,3,True,3,True,True
test,Mercury_7103600,726e5461798127f723bd9823aa625b88f0a4a7b2ae8381d8a8922eea474199ac,3,1,False,3,True,False
test,MDSA_2009_8_2,5d79ba6acce3ffedfe3288dee6ee591b2494a56ea279638fedc3c534f631a10e,0,0,True,0,True,True
test,Mercury_7127943,2e84c2e35287098f6c376816e54dd960b234957d4a11a3d247afec1f8284d547,0,0,True,0,True,True
test,ACTAAP_2009_7_8,e4065471f2696e2506f1b2df01f4a6aba13d94ab6a7ee5f1f803456cd0d3fdaa,3,3,True,3,True,True
test,MCAS_2006_9_43,9c361e2cd77ee84a54e431e97a2cc3242a28e71fe82bf98b831005e73a62c3fc,0,0,True,2,False,False
test,Mercury_7252088,e7249ba297bd734688de340a4a9947b90f03ff64065b21a677334afc0dc0b185,3,3,True,2,False,False
test,Mercury_7084665,e11c8a0a917dd546ddfac4399617e7ac106d4fbedef2e6751186ee60f16e2ca1,0,0,True,0,True,True
test,FCAT_2008_5_2,85fe9283d1b78263f118c946eccd95eedf27e68f9a4c80166daf51421ffad830,0,0,True,3,False,False
test,Mercury_SC_414041,707338001d68bc40441c3c9997ddd8e50b559a8bf8ed139c95ae30ecf8c09e31,3,3,True,3,True,True
test,MCAS_2014_8_20,1b51ccc87cbb436074a3cebf3572f645cfacb66ec7d4bf5ff9d61b823ad93a9e,3,3,True,0,False,False
test,Mercury_SC_401116,ba0d70cc6c0a9bb268e5ff2e17d37d384f5b779e46aed9dfd1b7b58691512fd9,1,0,False,1,True,False
test,Mercury_7064680,86fa6908dbb20629de8cbf791e6d4b834891f95eea4db33815fe7afd18ac146a,2,1,False,2,True,False
test,Mercury_7211680,fa638e3ea193b66aa066e272af7ff98332f645aaeeaac52e67b795b453084f0b,2,3,False,2,True,False
test,Mercury_180373,421caf32abfc932a76fbccd75ab33386f6ac2b0ae49ded5c56cd9230c241f055,3,0,False,1,False,False
test,Mercury_7216248,b5b533d83ec9ad621beb5e4278589076633ec4b0732036180054554036d4fbfb,0,0,True,1,False,False
test,Mercury_SC_417677,795589fabafffa39895781899d73ff329243fa59acee5f9fd230d6f5071369c4,1,1,True,1,True,True
test,Mercury_7221655,55c03e099c369371efd88c36088d1d8b423ef6961dba396a2889c5f5003e15b3,2,2,True,2,True,True
test,MCAS_2006_9_12,b6cd36f2d75d81ebdbbc69c5d32d25b2d3759c7e89df75ac16c61fbed27cfbd9,3,3,True,3,True,True
test,MCAS_2004_9_2,0875cde595d3dfa0efc9e9b892f902922aa2b68fe52855da4f36f0d490456c51,3,0,False,0,False,True
test,Mercury_180005,8ac1582d601f87eeae303132a2fa7451428168ea58b2e0ba3e7286a9a1a83c0a,3,3,True,1,False,False
test,Mercury_7071523,9770cdcddb3483eb5280e50b34373461449638602b5624dd8a2d0b8f18f38e79,1,0,False,2,False,False
test,Mercury_7263375,4d5ab9f6959024b97863137488c9b3f58fedfcbf38e8ebfbc830a7a0546d83be,0,0,True,1,False,False
test,TIMSS_2011_8_pg102,4075918d86a20dd2ff6b8cd28a63f9ea44adab6b46c95bce3d8e910df33d6e61,3,2,False,3,True,False
